id,Name,titleProject_id,class,score,login,password
323,Багапов Вячеслав Сергеевич,99,7д,4,Багапов_ВС,DkixodH1
324,Люцарева Яна Аркадьевна,376,11б,2,Люцарева_ЯА,ys9Xuj4I
325,Боготынина София Егоровна,63,11б,5,Боготынина_СЕ,bN4pCJPA
326,Саюшкин Игорь Алексиевич,211,11х,5,Саюшкин_ИА,55hbAG56
327,Потешных Тамара Николаевна,468,11в,3,Потешных_ТН,KpdwNgi7
328,Незлина Жанна Василевна,426,8б,5,Незлина_ЖВ,Pk6bZ8x0
329,Федичева Вероника Кирилловна,37,7х,4,Федичева_ВК,FA1sjCSM
330,Пустынкин Вадим Антонович,388,10в,5,Пустынкин_ВА,j0djSqn3
331,Аринакова Ирина Михайловна,150,8в,5,Аринакова_ИМ,TDug8nuP
332,Обиралкова Мария Егоровна,294,11т,5,Обиралкова_МЕ,8FZjZOod
333,Аристарова Валентина Максимовна,443,11г,2,Аристарова_ВМ,m13Cy6SY
334,Яуров Герасим Юрьевич,38,9а,5,Яуров_ГЮ,7dPDbGUe
335,Духонькин Вячеслав Фёдорович,2,9в,4,Духонькин_ВФ,SVmFUsG3
336,Гвасков Евгений Михаилович,402,9в,5,Гвасков_ЕМ,B7AnvoRj
337,Жабынина Галина Николаевна,185,7х,5,Жабынина_ГН,Wq6kClaF
338,Шерюкова Виолетта Романовна,440,9б,4,Шерюкова_ВР,DJ3Dx6Q4
339,Колокатов Пётр Евгеньевич,484,10в,3,Колокатов_ПЕ,wxRVK4wd
340,Шайдуков Андрей Михаилович,317,9и,4,Шайдуков_АМ,uodUHs2X
341,Смирнягина Дарья Игоревна,425,10в,4,Смирнягина_ДИ,bNfrlMU8
342,Штырева Ева Олеговна,258,11и,2,Штырева_ЕО,DmI2qFXj
343,Ашукин Вячеслав Михаилович,191,10т,4,Ашукин_ВМ,Z2RGJ5wq
344,Рубченкова Галина Алексеевна,190,9в,3,Рубченкова_ГА,Ya9qCgyS
345,Зархин Иван Алексиевич,478,11и,5,Зархин_ИА,7GYKSHAt
346,Адиотов Дмитрий Павлович,156,7б,3,Адиотов_ДП,PfiN0wys
347,Тищенкова Раиса Валерьевна,79,7д,3,Тищенкова_РВ,0enKeRsF
348,Лозеев Илья Петрович,205,10д,2,Лозеев_ИП,Zrhog4A6
349,Кобяшов Герасим Михаилович,305,11т,2,Кобяшов_ГМ,mpCHwmw4
350,Ронова Клавдия Валерьевна,107,7и,4,Ронова_КВ,LNEgjy3L
351,Стрижнов Алексей Евгеньевич,385,11г,3,Стрижнов_АЕ,kzZa8Unw
352,Волынский Алексей Виталиевич,362,11т,5,Волынский_АВ,5914rZ1f
353,Машонский Василий Данилович,23,9д,5,Машонский_ВД,7O7mtqVC
354,Буриева Зинаида Аркадьевна,104,11д,4,Буриева_ЗА,TAtJg0lf
355,Борщина Алёна Ивановна,377,11а,5,Борщина_АИ,XwjS0FSw
356,Белчков Олег Иванович,275,10а,4,Белчков_ОИ,gURT0sQR
357,Остропиков Альберт Данилович,157,8г,2,Остропиков_АД,xRVcIvx5
358,Оргонова Любовь Максимовна,264,7б,4,Оргонова_ЛМ,Gb5fuyUo
359,Мальков Юрий Евгеньевич,228,7г,3,Мальков_ЮЕ,9xNCsmfO
360,Свльхова Наталья Вадимовна,160,9т,5,Свльхова_НВ,3qubMdD7
361,Мякушков Герасим Леонидович,102,10т,3,Мякушков_ГЛ,vG7phJaI
362,Межуев Георгий Юриевич,355,8г,4,Межуев_ГЮ,5bD2KwaQ
363,Чериншев Александр Сергеевич,439,8а,2,Чериншев_АС,A4aGkJhZ
364,Муниров Алексей Андреевич,117,11г,3,Муниров_АА,r1aqFSQX
365,Климухин Руслан Романович,269,10в,3,Климухин_РР,qZZN0NNC
366,Дембская Екатерина Никитична,64,11б,4,Дембская_ЕН,KDQkaP6v
367,Тюнеев Яков Фёдорович,417,10т,2,Тюнеев_ЯФ,ELzaQk8I
368,Трушитин Антон Данилович,168,9х,3,Трушитин_АД,J2CtXJJU
369,Балакишиев Роман Алексиевич,143,11х,5,Балакишиев_РА,nHCpUYU3
370,Немтюрева Валерия Аркадьевна,12,10г,4,Немтюрева_ВА,iS4NbV8y
371,Складанова Клавдия Аркадьевна,257,9а,3,Складанова_КА,v6vQVcoG
372,Заходина Полина Леонидовна,93,10д,4,Заходина_ПЛ,N1Vdy6qr
373,Муринов Анатолий Борисович,171,11б,5,Муринов_АБ,7QMULnGu
374,Гришалова Любовь Евгеньевна,301,8т,3,Гришалова_ЛЕ,az77HhHF
375,Ситчихин Станислав Георгиевич,247,8т,5,Ситчихин_СГ,Ca4mJZ5b
376,Просяных Георгий Василиевич,366,9в,2,Просяных_ГВ,EhtkMv5R
377,Дзабиев Григорий Георгиевич,259,11д,5,Дзабиев_ГГ,DvVSh7D0
378,Рыбаулин Григорий Алексеевич,140,11а,5,Рыбаулин_ГА,roed6hIf
379,Тупиева Екатерина Ивановна,400,7д,2,Тупиева_ЕИ,aS2J2Y84
380,Куверчева Алена Ивановна,170,10д,3,Куверчева_АИ,2DHuyNl3
381,Цаблинова Виктория Богдановна,342,9г,4,Цаблинова_ВБ,xAdHxC5B
382,Синенков Григорий Леонидович,230,9в,5,Синенков_ГЛ,wcKyt6oS
383,Лизункин Артур Олегович,4,11в,5,Лизункин_АО,rSCW1ogK
384,Славущева Александра Эдуардовна,81,8а,5,Славущева_АЭ,rd6V996t
385,Шахвердов Дмитрий Антонович,132,11б,2,Шахвердов_ДА,RSJ8wUHX
386,Рапацкая Ольга Ивановна,223,10г,3,Рапацкая_ОИ,vS32xhvR
387,Сторокожев Виталий Аркадиевич,159,9б,2,Сторокожев_ВА,3l8jDoi2
388,Половодов Кирилл Николаевич,18,8т,5,Половодов_КН,7xAby5FL
389,Халтанова Алена Дмитриевна,49,8б,3,Халтанова_АД,e57upZYx
390,Заложнев Роман Фёдорович,448,8в,4,Заложнев_РФ,v70u2Dvm
391,Рыжих Кристина Аркадьевна,213,7а,4,Рыжих_КА,W2zO2b99
392,Буров Руслан Игоревич,405,11и,5,Буров_РИ,IKO5yRvE
393,Гачков Виталий Евгеньевич,277,9т,4,Гачков_ВЕ,2CDcr7Pm
394,Кадилов Геннадий Борисович,225,10в,3,Кадилов_ГБ,g0RWI2jB
395,Гликина Алёна Эдуардовна,454,9б,3,Гликина_АЭ,sYuT86Ek
396,Ичкинина Любовь Андреевна,299,8г,5,Ичкинина_ЛА,Vw4WrXEY
397,Мозшорина Кира Дмитриевна,65,8б,3,Мозшорина_КД,RElzOj2X
398,Брижеватов Константин Борисович,152,11т,2,Брижеватов_КБ,L34kElZF
399,Бучеров Тарас Викторович,429,10д,4,Бучеров_ТВ,x2ZFYWhB
400,Мисютина Валерия Эдуардовна,368,9г,2,Мисютина_ВЭ,6cZhb9to
401,Льянов Федор Вадимович,328,8а,4,Льянов_ФВ,9dc3KUv9
402,Щуркин Георгий Яковлевич,180,8в,4,Щуркин_ГЯ,u7nggigG
403,Акулин Федор Адамович,241,10г,4,Акулин_ФА,1jVAorLP
404,Волженкова Екатерина Ивановна,233,9д,4,Волженкова_ЕИ,MVuGZc7x
405,Махометова София Викторовна,424,8и,3,Махометова_СВ,c8D8XG8w
406,Зызлов Геннадий Антонович,274,7в,3,Зызлов_ГА,xThOD9Vs
407,Девляшова Кира Олеговна,51,11д,5,Девляшова_КО,oDs2auQV
408,Яковкина Алена Никитична,320,9т,5,Яковкина_АН,uM75cXJu
409,Бузулев Вадим Николаевич,331,10д,3,Бузулев_ВН,1XZnOtom
410,Ганельский Юрий Юриевич,474,9д,3,Ганельский_ЮЮ,g4dINYra
411,Шкапрова Ева Ивановна,371,7б,5,Шкапрова_ЕИ,JXryX0Xf
412,Чичирин Владимир Георгиевич,11,10а,4,Чичирин_ВГ,CGc5M2Iv
413,Шилова Надежда Викторовна,124,9б,2,Шилова_НВ,a7vyF13Z
414,Коваев Руслан Михаилович,487,9т,3,Коваев_РМ,U85jCAkU
415,Саверина Надежда Андреевна,407,11б,4,Саверина_НА,7kNsOiNv
416,Тишанкин Олег Адамович,334,9д,3,Тишанкин_ОА,nzIgpo3D
417,Широпаев Валерий Сергеевич,406,9б,2,Широпаев_ВС,oA1qAG6z
418,Щепанин Олег Адамович,226,7а,3,Щепанин_ОА,0h8mpphV
419,Оплетин Владислав Аркадиевич,361,10х,4,Оплетин_ВА,vI00cPz1
420,Оденова Карина Андреевна,409,8и,4,Оденова_КА,Bb1X0lyq
421,Семагин Альберт Андреевич,456,10х,4,Семагин_АА,4vewTjml
422,Черданцева Анастасия Олеговна,128,8х,3,Черданцева_АО,lauL6gND
423,Лонцова Елизавета Эдуардовна,224,7х,3,Лонцова_ЕЭ,Y1A1h2rZ
424,Сарсекеева Алёна Никитична,462,11и,4,Сарсекеева_АН,kNjn60IA
425,Аковецкий Антон Евгеньевич,500,8б,4,Аковецкий_АЕ,6gn5mC8h
426,Аратский Станислав Борисович,351,9и,2,Аратский_СБ,YW3y3jjw
427,Чужриков Пётр Денисович,200,9в,3,Чужриков_ПД,YJk2Zf5m
428,Никитшин Алексей Кириллович,111,11и,3,Никитшин_АК,0waiCQDE
429,Симендяев Василий Алексиевич,45,8д,4,Симендяев_ВА,VMbSh72E
430,Ошитков Максим Сергеевич,151,10г,4,Ошитков_МС,poP8et89
431,Юрасов Евгений Романович,338,9и,3,Юрасов_ЕР,taRdPJ5l
432,Головяшин Павел Юриевич,179,7г,5,Головяшин_ПЮ,g7AKFndY
433,Манжурина Екатерина Сергеевна,219,7т,3,Манжурина_ЕС,yS1YH2U8
434,Никурашин Олег Евгеньевич,291,11х,2,Никурашин_ОЕ,gwH3IKPN
435,Бехтерев Федор Вадимович,137,9х,3,Бехтерев_ФВ,g7GtCdBK
436,Годлевская Катерина Дмитриевна,403,11г,3,Годлевская_КД,hfvQQn8x
437,Акиярова Алина Эдуардовна,9,11а,4,Акиярова_АЭ,mrSAI2xw
438,Милина Алена Петровна,359,8г,3,Милина_АП,fi0rmVJk
439,Воловин Борис Викторович,350,7т,2,Воловин_БВ,Iy3RbJ3d
440,Туморина Ксения Федоровна,133,8б,5,Туморина_КФ,Kf6mN1HC
441,Желейков Вячеслав Яковлевич,199,8г,3,Желейков_ВЯ,9TxbIazA
442,Шишорнина Екатерина Алексеевна,183,8т,3,Шишорнина_ЕА,HMtCZX6T
443,Юумогулова Виолетта Игоревна,311,10х,3,Юумогулова_ВИ,7Mc9idJv
444,Рецков Денис Денисович,85,10д,2,Рецков_ДД,Vn8lQ36R
445,Химунина Елизавета Ивановна,392,7д,2,Химунина_ЕИ,awAer1v2
446,Кобрянов Александр Алексиевич,455,7т,2,Кобрянов_АА,KRLp0gqO
447,Бирылов Тарас Данилович,243,11а,3,Бирылов_ТД,9WgydQyU
448,Туфатулин Ярослав Леонидович,485,8х,4,Туфатулин_ЯЛ,5TMuDXIP
449,Долбишев Николай Аркадиевич,292,10б,5,Долбишев_НА,3DJF23Iw
450,Махтумова Алёна Эдуардовна,186,10б,4,Махтумова_АЭ,y5Xpnijn
451,Нарзаркин Алексей Романович,423,10т,2,Нарзаркин_АР,oY5BVyro
452,Куранина Алена Леонидовна,196,9б,4,Куранина_АЛ,Z4DcBSKV
453,Ситюков Аркадий Евгеньевич,32,10в,3,Ситюков_АЕ,I3qYXLYx
454,Мизюрова Алиса Никитична,176,7г,4,Мизюрова_АН,I22QvAU3
455,Пандурова Алиса Дмитриевна,130,9б,2,Пандурова_АД,MJDAw6FV
456,Жилейкин Борис Тимофеевич,91,7в,2,Жилейкин_БТ,2EjwjJlI
457,Корпункова Виолетта Сергеевна,83,11а,3,Корпункова_ВС,82lq4oOe
458,Пашохонова Анастасия Федоровна,467,9в,4,Пашохонова_АФ,8fx6FGcU
459,Сузальцева Тамара Михайловна,357,8х,4,Сузальцева_ТМ,q1gXxhP3
460,Чиличкина Светлана Яковлевна,5,8в,5,Чиличкина_СЯ,s6fOlah2
461,Шантыкова Карина Максимовна,198,10д,3,Шантыкова_КМ,JgbPXT53
462,Недосекин Владислав Яковлевич,457,10а,4,Недосекин_ВЯ,7TXCKy1p
463,Максимкин Федор Фёдорович,172,10г,2,Максимкин_ФФ,n8QyqV41
464,Матбиюшина Виктория Игоревна,237,8д,2,Матбиюшина_ВИ,tJEX7FTB
465,Шишкунов Герасим Юрьевич,110,8т,4,Шишкунов_ГЮ,muJh5YrG
466,Сухинин Георгий Алексиевич,475,10х,4,Сухинин_ГА,MZOdb7A8
467,Бисеева Полина Романовна,48,7д,5,Бисеева_ПР,OCLbD9eM
468,Жукулов Михаил Денисович,60,11г,3,Жукулов_МД,n8riJUP8
469,Тоняев Герасим Петрович,378,9т,5,Тоняев_ГП,VWGex4HC
470,Шушенкова Алёна Олеговна,36,7и,2,Шушенкова_АО,3HTYs3v1
471,Разроев Дмитрий Павлович,59,9а,2,Разроев_ДП,4UCADj19
472,Баззаев Анатолий Данилович,339,9д,2,Баззаев_АД,uPoKL1Mp
473,Цекова Алла Олеговна,50,8д,2,Цекова_АО,6WGn8BX7
474,Аборонова Алиса Алексеевна,444,7г,5,Аборонова_АА,uBkzs1tO
475,Ягловская Ева Олеговна,181,8в,4,Ягловская_ЕО,FLT6ZiQZ
476,Шароварова Яна Романовна,175,8а,4,Шароварова_ЯР,h3JnftEC
477,Общев Яков Викторович,466,8а,4,Общев_ЯВ,7KcaHxDz
478,Ойзерская Катерина Эдуардовна,120,7х,2,Ойзерская_КЭ,SxMpKY7P
479,Прусский Ярослав Иванович,479,11б,2,Прусский_ЯИ,10KXHDu6
480,Лабинов Павел Алексеевич,272,7б,5,Лабинов_ПА,cAZcM5oT
481,Покровов Эдуард Павлович,312,8б,2,Покровов_ЭП,KA886eJO
482,Мачехин Эдуард Данилович,19,7д,3,Мачехин_ЭД,IOX1Zpgg
483,Кодорская Раиса Ивановна,27,11б,3,Кодорская_РИ,RHKuj4FX
484,Кондраева Марина Ивановна,469,9д,3,Кондраева_МИ,AnGMT2Rk
485,Бульенков Валентин Иванович,136,10т,4,Бульенков_ВИ,DP2MWBdN
486,Тагакова Вероника Яковлевна,393,8т,4,Тагакова_ВЯ,5kBMmjmy
487,Гершанова Любовь Евгеньевна,383,11т,5,Гершанова_ЛЕ,Zhg2yyYs
488,Салина Алена Егоровна,73,11в,5,Салина_АЕ,Rl76Tlw3
489,Фрумова Зинаида Аркадьевна,78,8а,4,Фрумова_ЗА,To4zaHh2
490,Хорняков Борис Борисович,13,8г,2,Хорняков_ББ,wR3gNUzF
491,Гдагазина Лиза Василевна,212,9т,5,Гдагазина_ЛВ,pbMVgk0A
492,Агаршев Ярослав Михаилович,276,9т,2,Агаршев_ЯМ,xGNDsd5R
493,Корюшин Пётр Антонович,326,8х,2,Корюшин_ПА,09XJm4m7
494,Калаев Пётр Алексиевич,68,8а,3,Калаев_ПА,qDhx1ErR
495,Ккаталкина Виолетта Егоровна,53,7б,2,Ккаталкина_ВЕ,g6UXnyJd
496,Рачнов Герасим Алексеевич,103,10а,5,Рачнов_ГА,IcPWgD2j
497,Миндубаева Людмила Леонидовна,477,11и,2,Миндубаева_ЛЛ,IiypPDc5
498,Агафьева Вера Ивановна,352,11х,3,Агафьева_ВИ,S5G4wNvP
499,Житин Эдуард Адамович,481,9а,5,Житин_ЭА,weELydz2
